,DATE,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Snow Depth [cm],Moisture,Albedo (CMP11)
43,2000-02-13,478.992,111.28,181.24927,-4.787,-6.023,-8.347999999999999,73.62,86.0,1.7,30.12,816.1410000000002,0.762,20.42,0.0,0.8315
44,2000-02-14,625.5575,1013.095,179.88873,12.44,3.5980000000000003,-7.7305,22.145,10.0,1.45,129.4,810.861,0.0,17.155,0.0,0.7467
45,2000-02-15,615.4290000000001,951.7059999999999,179.901045,2.721,-1.4905,-7.896000000000001,43.165,8.0,2.2,153.15,814.947,0.0,13.65,0.0,0.71145
46,2000-02-16,578.639,684.732,180.38172,8.67,2.258,-6.551,31.52,38.0,2.2,130.9,810.189,0.0,12.2,0.0,0.6842
47,2000-02-17,536.5654999999999,817.7615000000001,179.62537500000002,3.1580000000000004,-0.246,-4.8785,52.864999999999995,34.0,3.7,130.4,812.5385000000001,0.0,10.04,0.0,0.59145
48,2000-02-18,638.596,958.09,179.49033,0.755,-3.37,-10.286,40.88,8.0,2.45,178.0,820.672,0.0,9.62,0.0,0.6278
49,2000-02-19,233.844,1.20176,180.30361499999998,-6.3285,-7.106,-8.6615,82.0,98.0,3.45,23.83,821.8394999999999,0.0,10.03,0.45,0.62455
50,2000-02-20,669.873,1029.81,179.86065,-1.4480000000000002,-5.005,-12.28,39.82,5.0,1.2,63.89,828.7460000000002,2.286,12.07,0.0,0.7347
51,2000-02-21,671.373,1027.79,179.89477,11.54,1.7990000000000002,-15.113,12.51,10.0,2.2,150.0,822.1080000000002,0.0,10.57,0.0,0.5694
52,2000-02-22,542.013,463.842,179.93275,12.6,3.744,-7.997000000000001,20.61,61.0,2.45,127.4,816.3739999999998,0.0,8.42,0.0,0.3947
53,2000-02-23,293.424,3.17995,180.460185,1.4979999999999998,1.1125,-0.3185,88.7,98.0,2.2,276.65,816.042,1.524,6.7620000000000005,1.0,0.3655
54,2000-02-24,686.5664999999999,1007.06,179.85737000000003,0.974,-3.8884999999999996,-13.273,29.285,10.5,9.7,279.75,812.0195000000001,0.0,5.763,0.0,0.26585000000000003
55,2000-02-25,357.486,16.708399999999997,179.90587500000004,-5.2455,-7.5605,-13.32,47.790000000000006,99.0,7.7,23.375,824.1285,0.0,4.002,0.0,0.2351
56,2000-02-26,628.241,949.828,180.4537,3.576,-1.941,-14.218,25.17,21.0,3.45,130.3,820.82,0.0,3.889,0.0,0.2159
57,2000-02-27,629.065,962.849,180.51335,5.979,-0.514,-11.027,25.46,12.0,7.45,290.9,821.29,0.0,1.136,0.0,0.1938
58,2000-02-28,700.084,1015.56,179.90722,13.47,3.411,-11.433,15.07,10.0,2.45,198.5,822.165,0.0,0.833,0.0,0.1915
59,2000-02-29,237.871,1.43171,181.82437499999997,8.515,0.3795,-14.006,15.79,91.0,1.95,123.8,812.7815,0.0,0.6509999999999999,0.0,0.16975
60,2000-03-01,268.651,4.112194999999998,178.84828999999996,1.4575,-0.681,-3.3884999999999996,68.765,96.5,3.45,22.235,811.8325,0.0,0.7485,0.0,0.16935
61,2000-03-02,734.7080000000002,990.893,179.93624499999999,5.261,1.442,-3.4095,64.355,11.0,3.2,101.75,806.6434999999999,3.048,1.0675,0.0,0.19445
62,2000-03-03,720.25,1017.17,180.52605,12.34,3.5380000000000003,-8.065,22.05,13.0,6.2,267.9,811.0269999999998,0.0,0.831,0.0,0.1898
63,2000-03-04,662.436,915.487,179.91272,14.56,3.505,-15.708,9.07,57.0,4.7,271.6,814.815,0.0,0.723,0.0,0.1873
64,2000-03-05,728.735,998.345,180.51634,6.9085,1.5045,-5.423,38.985,11.0,3.2,122.5,826.523,0.0,0.9335,0.0,0.1913
65,2000-03-06,573.769,367.416,180.07506999999995,16.94,5.145,-10.967,12.32,78.0,2.7,143.5,822.075,0.0,0.857,0.0,0.1851
66,2000-03-07,715.2360000000001,885.2330000000002,179.80697,17.66,5.96,-8.199,15.29,55.0,3.95,163.3,815.3389999999998,0.0,0.875,0.0,0.1877
67,2000-03-08,695.4240000000001,996.0015000000001,179.35841,17.09,6.3825,-6.113,18.325,28.0,3.7,101.5,810.194,0.0,0.8175,0.0,0.1853
68,2000-03-09,746.4839999999999,969.751,179.44535000000002,11.68,5.5425,-0.21950000000000003,43.845,21.5,2.95,123.45,817.512,0.254,1.006,0.0,0.1809
69,2000-03-10,684.638,845.122,180.4429,15.24,5.309,-5.6789999999999985,21.55,33.0,5.2,270.5,818.11,0.0,0.845,0.0,0.1862
70,2000-03-11,737.0015000000001,1011.44,179.99491,16.63,5.9205000000000005,-6.3675,18.855,24.0,3.2,117.7,814.2745,0.0,0.8809999999999999,0.0,0.1832
71,2000-03-12,417.189,23.6638,179.91023,5.64,2.319,-1.5219999999999998,58.3,98.0,4.2,63.24,815.154,0.0,0.91,0.0,0.1787
72,2000-03-13,198.05849999999998,1.18691,188.703525,1.4009999999999998,0.508,-0.6779999999999999,85.8,99.0,1.95,78.47,811.7314999999999,0.254,0.8290000000000001,0.0,0.15585
73,2000-03-14,507.098,143.289,179.36715,3.755,1.365,-1.492,68.61,75.0,3.2,47.83,817.9860000000001,0.0,0.935,0.0,0.1821
74,2000-03-15,739.414,874.263,179.46858999999995,8.35,4.202,-0.444,54.51,35.0,2.95,71.38,819.092,0.0,0.912,0.0,0.1849
75,2000-03-16,731.6615000000002,625.9200000000001,180.524095,13.615,6.195,-1.06,32.84,81.0,4.7,34.35,817.7240000000002,0.0,0.9924999999999999,0.0,0.18385
76,2000-03-17,496.132,169.425,179.29645,7.657999999999999,4.892,2.03,67.95,77.0,2.2,41.47,812.3639999999998,0.0,0.918,0.0,0.17800000000000002
77,2000-03-18,697.999,526.0539999999999,179.983245,15.72,5.8375,-6.8809999999999985,18.925,87.0,3.45,118.65,809.329,0.0,0.8925,0.0,0.1802
78,2000-03-19,138.74,0.435202,186.708765,-0.372,-0.372,-0.372,100.0,98.0,4.7,21.415,810.1949999999999,11.809999999999999,7.145,1.0,0.86695
79,2000-03-20,309.992,1.0979,180.41087,-5.189,-5.2360000000000015,-5.3279999999999985,98.9,99.0,1.7,22.25,823.564,0.0,10.35,0.0,0.8769
80,2000-03-21,800.4255,750.4485,179.93726499999997,8.205,1.9615,-6.545,32.135000000000005,55.0,1.7,132.55,819.2594999999999,10.16,7.382999999999999,0.0,0.6884
81,2000-03-22,891.9490000000001,1023.345,180.05596499999996,8.5,2.2645,-5.667,34.455,16.0,5.7,281.85,815.4255,0.0,1.1989999999999998,0.0,0.33294999999999997
82,2000-03-23,505.119,138.174,179.9755,11.48,3.798,-5.4620000000000015,28.42,96.0,2.2,130.6,813.0880000000002,0.0,0.883,0.0,0.1743
83,2000-03-24,837.392,1027.68,179.89398,14.774999999999999,5.160500000000001,-5.934,23.02,17.0,3.2,176.7,813.2830000000001,0.0,0.9895,0.0,0.17625000000000002
84,2000-03-25,817.724,916.705,180.016385,16.93,5.3005,-9.24,14.07,39.0,3.95,227.55,808.3335,0.0,0.9944999999999999,0.0,0.17965
85,2000-03-26,827.563,966.297,179.93411,7.888,4.364,0.794,60.29,14.0,3.95,36.3,806.398,0.0,1.0659999999999998,0.0,0.1815
86,2000-03-27,118.344,0.603349,179.64163,2.061,0.595,-1.291,78.12,99.0,2.2,30.13,806.32,0.0,0.897,0.0,0.1639
87,2000-03-28,901.232,1046.84,179.34385,5.542000000000002,-0.551,-10.534,27.77,9.0,7.7,278.8,811.938,5.587999999999999,1.128,0.0,0.1935
88,2000-03-29,702.0139999999999,382.955,180.74007,9.54,1.433,-10.723,20.72,88.0,2.7,233.7,817.0,0.0,0.92,0.0,0.1811
89,2000-03-30,817.0795,816.8605,178.51717000000002,10.625,3.8585000000000003,-3.9524999999999997,34.385000000000005,50.0,3.45,53.375,815.4590000000001,0.0,0.9875,0.0,0.1782
90,2000-03-31,911.711,1021.33,180.57894,16.27,6.1370000000000005,-5.202000000000001,21.47,30.0,3.95,85.6,814.0010000000002,0.0,1.128,0.0,0.1799
91,2000-04-01,819.1439999999999,684.3839999999999,179.84045,17.96,6.426,-6.858,16.7,61.0,3.95,110.4,806.705,0.0,1.097,0.0,0.1816
92,2000-04-02,138.026,0.474767,185.24606,-5.676,-5.746,-5.8039999999999985,99.1,99.0,0.0,0.0,812.992,0.508,1.108,0.0,0.1734
93,2000-04-03,422.507,2.74472,178.76473,0.487,-1.81,-5.086,62.77,98.0,2.95,135.4,817.54,4.3180000000000005,1.11,0.0,0.1674
94,2000-04-04,874.3919999999998,870.898,180.67782,9.79,3.782,-3.653,37.05,39.0,3.45,102.8,812.076,0.0,1.169,0.0,0.1779
95,2000-04-05,818.43,738.31,179.00274,17.99,7.093,-4.164,20.98,57.0,3.45,109.0,809.2330000000002,0.0,1.115,0.0,0.1747
96,2000-04-06,914.704,1006.64,180.49425,19.9,6.978,-7.415,14.25,16.0,3.7,128.5,810.85,0.0,1.15,0.0,0.1758
97,2000-04-07,914.271,1016.88,179.24400000000003,20.04,7.047999999999999,-8.343,12.89,18.0,3.45,116.3,814.867,0.0,1.138,0.0,0.17600000000000002
98,2000-04-08,923.944,999.55,180.76269,18.81,6.806,-6.854,15.71,21.0,5.45,286.7,817.4889999999998,0.0,1.003,0.0,0.1756
99,2000-04-09,906.06,965.402,179.9574,9.03,4.28,-0.965,48.77,15.0,4.2,40.96,820.5210000000002,0.0,1.154,0.0,0.1798
100,2000-04-10,621.085,378.462,180.08381,19.18,7.132999999999999,-6.312,15.66,85.0,3.45,262.2,812.257,0.0,0.969,0.0,0.1782
101,2000-04-11,922.7175,1007.365,179.97063,17.895,5.392,-11.2085,11.34,35.0,4.075,260.9,805.1485,0.0,0.9915,0.0,0.1788
102,2000-04-12,288.453,1.32043,180.82045,-6.221,-7.1610000000000005,-8.907,78.05,98.0,3.45,43.45,813.811,0.0,0.825,0.5,0.6614
103,2000-04-13,399.62,1.8399,181.92797,-6.916,-7.729,-9.656,78.39,98.0,2.95,34.07,815.888,2.54,7.792999999999998,1.0,0.7954
104,2000-04-14,967.948,1043.81,180.09473,2.688,-2.063,-11.15,30.43,6.0,5.45,271.4,816.102,0.0,1.314,0.0,0.24100000000000002
105,2000-04-15,362.375,3.06149,177.72458,8.63,1.439,-8.753,25.97,89.0,2.95,105.2,811.7510000000002,0.0,1.087,0.0,0.1773
106,2000-04-16,328.368,1.414495,181.591525,-3.41,-3.504,-3.6109999999999998,98.2,97.0,3.95,19.265,816.1585,0.0,14.23,1.0,0.9173
107,2000-04-17,991.3195000000001,1037.42,180.70617499999997,5.011500000000001,0.3115,-5.7615,42.345,5.0,2.45,145.55,816.1845,7.874,7.9830000000000005,0.0,0.7090000000000001
108,2000-04-18,478.84799999999996,27.81485,175.18899499999998,11.915,5.208,-1.6305,38.81,97.0,1.45,32.075,810.567,0.0,0.9724999999999999,0.0,0.28765
109,2000-04-19,984.1814999999999,865.3025,179.90742,12.76,5.3485,-0.49250000000000005,41.295,45.0,2.7,119.45,812.2845000000001,0.0,1.279,0.0,0.17335
110,2000-04-20,996.296,1008.03,180.01379,15.48,5.793000000000001,-5.042,22.78,26.0,4.45,285.45,814.8009999999999,0.0,1.1675,0.0,0.17185
111,2000-04-21,950.1804999999999,948.086,180.11839,16.51,7.638499999999999,-0.768,30.52,25.0,2.95,45.18,814.5975000000001,0.0,1.189,0.0,0.1714
112,2000-04-22,554.435,93.1536,183.15593,15.24,6.936,-1.24,31.97,90.0,4.7,44.96,814.823,0.0,1.161,0.0,0.1764
113,2000-04-23,345.81399999999996,3.90466,179.782295,15.3,6.0285,-4.1935,24.020000000000003,88.0,6.45,291.1,811.6379999999999,0.0,1.1265,0.0,0.17905
114,2000-04-24,710.3734999999999,449.928,176.609265,10.225000000000001,5.554,0.798,50.8,67.0,3.575,57.24,817.899,0.0,1.2189999999999999,0.0,0.17300000000000001
115,2000-04-25,986.4269999999999,855.4865,179.965555,14.335,5.7545,-5.2845,23.095,52.0,4.45,277.65,820.6470000000002,0.0,1.2145000000000001,0.0,0.1749
116,2000-04-26,496.53200000000004,53.3364,180.05328,20.215,8.543,-3.1005000000000003,19.740000000000002,97.0,2.7,63.135,815.9825000000001,0.0,1.1165,0.0,0.1768
117,2000-04-27,975.511,1007.01,179.85745,22.45,9.698,-1.315,20.65,14.0,3.7,107.8,816.221,0.0,1.258,0.0,0.1696
118,2000-04-28,1038.55,1033.69,179.93653,20.94,7.528,-7.8889999999999985,12.76,29.0,6.95,292.6,817.4939999999998,0.0,1.186,0.0,0.1741
119,2000-04-29,980.572,1026.58,180.01243,17.92,7.228,-4.257,20.7,9.0,3.45,109.0,823.8939999999999,0.0,1.274,0.0,0.1713
120,2000-04-30,331.95050000000003,3.694395,179.795595,23.244999999999997,10.7745,-0.538,19.505,99.0,1.45,94.19999999999999,815.3555000000001,0.0,0.9544999999999999,0.0,0.1811
121,2000-05-01,851.706,584.229,178.98485,24.86,12.262,2.603,23.5,77.0,3.2,37.05,814.793,0.0,1.1740000000000002,0.0,0.1755
122,2000-05-02,290.551,3.02673,184.34697,14.07,10.5,7.9620000000000015,66.14,94.0,1.45,110.0,817.557,0.0,1.171,0.0,0.1768
123,2000-05-03,978.137,969.272,180.87672,20.23,12.532,6.9860000000000015,42.47,14.0,3.45,52.93,815.122,0.0,1.357,0.0,0.1699
124,2000-05-04,1011.95,1020.59,179.13255,17.87,8.257,-0.8859999999999999,28.11,14.0,6.95,281.5,815.898,0.0,1.277,0.0,0.1735
125,2000-05-05,1007.335,1010.04,180.085685,18.94,5.9735,-11.636,10.27,18.0,4.95,286.95,820.5585,0.0,1.1635,0.0,0.17404999999999998
126,2000-05-06,959.321,847.5645,180.74502999999999,17.439999999999998,8.1775,-0.5235000000000001,30.22,33.5,2.95,30.68,820.7004999999999,0.0,1.2185000000000001,0.0,0.17385
127,2000-05-07,990.799,957.338,179.86009,19.38,8.148,-3.302,21.04,12.0,4.7,106.6,813.0060000000002,0.0,1.337,0.0,0.1755
128,2000-05-08,1004.1,988.136,179.89171000000005,11.2,5.062,-1.349,40.17,10.0,3.2,117.9,821.577,0.254,1.388,0.0,0.1739
129,2000-05-09,1028.45,890.807,179.28493999999995,13.3,6.221,-0.998,36.84,49.0,3.7,84.8,821.988,0.0,1.231,0.0,0.1782
130,2000-05-10,989.508,959.157,180.89706999999999,11.774999999999999,5.274,-1.665,38.230000000000004,22.0,3.45,53.425,822.4495,0.0,1.2429999999999999,0.0,0.1746
131,2000-05-11,335.5630000000001,2.33928,181.24363,4.506,3.294,2.048,85.6,96.0,1.7,81.2,817.2769999999998,0.254,1.098,1.0,0.1708
132,2000-05-12,1015.18,902.682,179.96152,16.41,10.484000000000002,6.2189999999999985,52.15,37.0,2.95,37.35,810.922,0.254,1.361,0.0,0.172
133,2000-05-13,992.0385,914.1555000000001,178.97713,23.29,9.481,-3.9515000000000002,15.35,40.5,3.95,89.55,808.238,0.0,1.2745,0.0,0.1712
134,2000-05-14,989.063,623.533,179.95958000000005,19.2,11.058,4.602,37.94,75.0,3.7,41.17,812.811,0.0,1.293,0.0,0.1761
135,2000-05-15,368.837,4.25817,163.52372,15.33,10.115,6.148,54.05,96.0,1.45,86.9,815.6289999999998,0.0,1.149,0.0,0.1786
136,2000-05-16,1019.9300000000001,974.533,180.26954,17.44,9.677,3.3415,38.92,16.0,3.7,117.35,816.8255,0.508,1.4655,0.0,0.15195
137,2000-05-17,964.258,865.495,179.90695,17.97,11.276,6.606,46.87,31.0,2.95,34.78,817.273,0.0,1.327,0.0,0.1509
138,2000-05-18,991.347,959.7615000000001,178.842515,23.759999999999998,15.0075,9.997499999999999,42.0,18.0,2.95,34.9,814.838,0.0,1.375,0.0,0.1528
139,2000-05-19,823.3610000000001,397.94,179.83737,29.82,12.368,-3.129,11.16,88.0,3.95,193.6,812.058,0.0,1.14,0.0,0.1629
140,2000-05-20,1041.01,1014.6800000000001,180.14254499999998,27.619999999999997,10.447,-6.8245000000000005,9.34,57.0,5.95,192.9,807.4065,0.0,1.1444999999999999,0.0,0.16175
141,2000-05-21,1025.3400000000001,1015.9649999999999,180.80017,20.465,8.2915,-3.77,18.42,18.0,3.95,101.5,812.509,0.0,1.27,0.0,0.16
142,2000-05-22,1038.0749999999998,1019.325,180.036475,23.83,9.411999999999999,-4.875,13.905000000000001,23.0,5.2,127.9,811.385,0.0,1.287,0.0,0.1596
143,2000-05-23,645.928,195.51300000000003,179.97272999999998,23.215,9.992999999999999,-2.2375,17.655,95.0,3.7,29.325,807.7945,0.0,1.0365,0.0,0.1703
144,2000-05-24,399.618,3.3971400000000003,162.88698499999998,11.59,8.1685,5.196,65.35,97.0,1.7,274.65,814.8050000000001,0.254,0.996,0.0,0.1701
145,2000-05-25,1034.35,766.5930000000002,177.99811,14.24,7.692,1.91,43.1,58.0,2.7,58.41,818.71,0.508,1.221,0.0,0.1539
146,2000-05-26,1013.54,1001.32,182.31514,22.06,10.825,1.695,26.11,15.0,3.2,81.1,816.2360000000001,0.0,1.248,0.0,0.1486
147,2000-05-27,983.605,776.1424999999999,178.90583500000002,24.24,13.215,5.8035,30.695,74.0,2.7,107.2,817.784,0.0,1.2505000000000002,0.0,0.15615
148,2000-05-28,754.838,222.236,180.296275,17.92,13.4705,10.812000000000001,63.040000000000006,85.0,3.7,30.45,824.3995,0.0,1.3475000000000001,0.0,0.16385
149,2000-05-29,992.369,949.23,179.82036000000005,26.18,16.292,11.134,38.35,19.0,2.7,67.69,820.7869999999998,0.0,1.321,0.0,0.1514
150,2000-05-30,1009.43,909.953,181.22669,25.47,15.9,10.614,39.33,29.0,3.95,26.09,821.378,0.0,1.274,0.0,0.1535
151,2000-05-31,299.6620000000001,2.01457,181.88382,26.48,14.898,7.617000000000001,30.2,92.0,2.45,137.9,818.5369999999998,0.0,1.161,0.0,0.1561
152,2000-06-01,1020.815,922.7945,173.73789,30.009999999999998,14.6905,4.188000000000001,19.8,32.5,3.2,109.9,818.5434999999999,0.0,1.2085,0.0,0.15395
153,2000-06-02,887.88,427.9980000000001,180.11985,28.34,13.982,3.736,21.1,96.0,4.7,83.4,821.003,0.0,1.143,0.0,0.1696
154,2000-06-03,1057.985,888.377,182.70783,28.355,14.3675,4.6375,22.439999999999998,58.5,2.7,125.3,818.5550000000001,0.0,1.2225000000000001,0.0,0.1576
155,2000-06-04,489.274,81.56555,171.700965,27.965,13.59,3.258,20.384999999999998,84.0,2.7,126.85,815.6645,0.0,1.0335,0.0,0.16149999999999998
156,2000-06-05,826.916,577.419,179.71659,29.38,15.004,5.621,22.19,71.0,2.7,34.77,816.8430000000002,0.0,1.018,0.0,0.1592
157,2000-06-06,473.006,26.4018,178.78236,24.0,14.019,7.819,35.69,97.0,4.45,181.2,810.818,0.0,1.047,0.0,0.179
158,2000-06-07,1030.64,999.743,177.83622,28.78,12.177,-2.011,13.1,30.0,4.7,208.6,805.061,0.0,1.162,0.0,0.1585
159,2000-06-08,1042.08,970.463,180.06122,20.93,11.130999999999998,3.646,32.1,24.0,4.7,112.9,810.2589999999999,0.0,1.3330000000000002,0.0,0.1619
160,2000-06-09,733.6195,322.27950000000004,182.70022999999998,14.675,7.186,1.109,39.94499999999999,87.0,4.825,112.65,816.445,10.67,1.1865,0.0,0.1663
161,2000-06-10,1039.615,1024.455,180.144645,21.365000000000002,9.465499999999999,-1.702,20.84,14.0,4.95,289.45000000000005,821.8245,0.0,1.2485,0.0,0.1578
162,2000-06-11,1056.815,997.9784999999999,179.98100500000004,24.845,11.325,-0.20350000000000001,19.229999999999997,32.0,3.825,122.4,825.674,0.0,1.345,0.0,0.1593
163,2000-06-12,1015.48,978.465,180.21731,29.41,13.395,0.7709999999999999,15.62,14.0,3.45,109.7,824.299,0.0,1.262,0.0,0.1568
164,2000-06-13,394.804,18.9704,181.66638,26.87,15.154000000000002,8.238,28.85,95.0,3.2,30.29,816.2180000000002,0.0,1.039,0.0,0.16899999999999998
